id,speed
0,46.96214
1,46.469673
2,34.76415
3,24.44478
4,32.31257
5,22.54314
6,17.6589
7,48.427444
8,47.858585
9,29.977978
10,28.494305
11,22.989752
12,22.828987
13,21.709316
14,24.6243
15,38.733772
16,43.112823
17,46.57454
18,48.565266
19,48.928654
20,47.478313
21,45.385674
22,21.15153
23,28.101078
24,27.002892
25,22.245007
26,22.032455
27,20.747301
28,16.660597
29,13.429891
30,26.181713
31,46.804283
32,48.193207
33,28.070932
34,24.363844
35,22.768047
36,21.501976
37,23.344898
38,44.34996
39,39.163177
40,42.50031
41,47.387802
42,48.225895
43,44.992798
44,19.615501
45,17.661558
46,17.756216
47,11.80366
48,43.029705
49,48.595047
50,48.23608
51,28.801119
52,27.594244
53,24.162155
54,22.94821
55,21.802517
56,20.708483
57,19.25065
58,30.167902
59,33.469288
60,42.103905
61,42.627808
62,42.11701
63,42.1129
64,42.35877
65,47.859245
66,47.45304
67,46.434483
68,44.147507
69,27.692913
70,24.563864
71,23.593212
72,20.71988
73,21.173157
74,18.203306
75,11.254575
76,45.407253
77,42.104702
78,45.155495
79,48.78944
80,14.363672
81,17.117514
82,28.156832
83,17.849535
84,18.131874
85,14.260919
86,19.9502
87,37.82196
88,44.625328
89,40.152653
90,48.748703
91,48.137657
92,47.593082
93,47.063465
94,29.0173
95,15.882478
96,24.089462
97,12.680544
98,10.891688
99,21.669832
100,41.510517
101,48.142216
102,17.054848
103,19.448317
104,16.531578
105,44.772816
106,38.93001
107,48.0467
108,45.14853
109,18.355537
110,11.241147
111,8.820236
112,19.299961
113,35.997684
114,38.080624
115,48.586292
116,48.241707
117,39.929832
118,23.701233
119,22.024935
120,22.692478
121,20.254374
122,31.201399
123,47.136215
124,46.90625
125,41.508175
126,42.11206
127,37.58409
128,41.216213
129,38.641792
130,47.720318
131,47.596092
132,47.62256
133,24.573717
134,21.738363
135,19.162457
136,38.65129
137,44.975212
138,48.615692
139,47.4369
140,46.47306
141,44.785206
142,28.581161
143,15.3916645
144,20.698109
145,18.831596
146,18.607582
147,47.95723
148,48.94958
149,47.57416
150,47.72748
151,19.588358
152,19.508556
153,18.51016
154,9.438109
155,19.92717
156,37.01672
157,45.290672
158,40.78991
159,43.81689
160,48.893036
161,49.008068
162,49.241486
163,48.120247
164,45.829823
165,31.08424
166,18.659538
167,20.409874
168,17.670208
169,18.406664
170,11.392501
171,10.8128805
172,44.44785
173,47.844326
174,46.489693
175,28.251663
176,21.711838
177,16.609076
178,16.64367
179,9.498405
180,42.010777
181,48.708878
182,49.915955
183,48.814583
184,42.013237
185,20.678263
186,15.463687
187,37.469303
188,34.80669
189,46.507534
190,42.578075
191,42.01145
192,38.913914
193,38.321144
194,36.630478
195,37.05026
196,37.49308
197,41.791718
198,38.634384
199,47.72927
200,46.406788
201,25.387587
202,24.154348
203,18.030466
204,19.703089
205,20.164042
206,38.576553
207,40.329403
208,47.549343
209,48.2811
210,47.46591
211,46.83389
212,26.414227
213,13.7821455
214,22.31706
215,24.504345
216,18.996325
217,21.134468
218,46.0076
219,48.41761
220,47.116142
221,44.747025
222,25.93722
223,17.216555
224,10.57798
225,23.046213
226,45.236237
227,47.804737
228,18.069838
229,24.938103
230,19.615835
231,18.114414
232,42.528114
233,47.92476
234,46.66753
235,19.18705
236,25.067074
237,20.594212
238,21.806938
239,44.913586
240,35.726185
241,40.193356
242,48.09189
243,48.65483
244,48.69536
245,48.95518
246,25.511772
247,21.216305
248,20.241343
249,19.663443
250,19.268269
251,30.962477
252,42.23027
253,34.738987
254,37.341873
255,46.68067
256,46.13267
257,45.435833
258,43.545513
259,40.507046
260,39.85471
261,37.979305
262,40.08705
263,43.057705
264,34.292904
265,41.763565
266,46.87049
267,44.063503
268,17.503042
269,20.19973
270,18.107283
271,18.559412
272,17.745956
273,13.589845
274,45.575626
275,47.287838
276,48.439575
277,48.062607
278,28.280128
279,14.385476
280,18.766403
281,25.251467
282,21.87819
283,18.452394
284,13.052373
285,12.028337
286,47.444527
287,48.01317
288,14.525909
289,17.557425
290,13.206476
291,9.045114
292,9.750534
293,20.86754
294,46.277637
295,48.73671
296,47.604134
297,30.869585
298,23.024817
299,28.777773
300,22.808186
301,19.160118
302,20.865898
303,43.089622
304,41.068497
305,49.581287
306,48.929916
307,48.986668
308,45.078045
309,29.356792
310,22.903242
311,12.24301
312,42.704742
313,34.10114
314,35.874596
315,49.155724
316,45.81994
317,38.410152
318,32.532104
319,34.913525
320,45.135567
321,46.768185
322,45.63071
323,44.061398
324,43.49058
325,41.792244
326,41.210323
327,40.09804
328,40.33518
329,37.884094
330,38.009808
331,42.14594
332,42.777527
333,37.72247
334,32.821407
335,40.685883
336,47.922256
337,46.908264
338,15.920719
339,22.493586
340,22.819258
341,23.597301
342,45.023968
343,44.91731
344,48.436893
345,48.106194
346,46.95831
347,20.070494
348,40.7338
349,49.2824
350,48.29745
351,47.36675
352,26.504045
353,17.821817
354,29.995087
355,22.243048
356,19.163136
357,22.663591
358,39.12904
359,46.269405
360,44.38929
361,49.94328
362,18.226574
363,26.301517
364,21.386993
365,19.394165
366,13.683121
367,22.76106
368,43.77548
369,48.877678
370,48.365932
371,47.94556
372,47.786945
373,22.050356
374,21.896267
375,11.025562
376,22.774193
377,33.007782
378,38.940712
379,48.35719
380,29.70013
381,21.48528
382,16.18388
383,32.345325
384,47.36672
385,47.22725
386,46.15127
387,43.986835
388,41.799076
389,39.684242
390,40.626785
391,38.658657
392,47.60615
393,47.63169
394,46.729946
395,18.370834
396,21.028046
397,28.141916
398,25.805939
399,21.163393
400,15.342104
401,39.76425
402,43.455036
403,48.606003
404,46.967525
405,44.647915
406,30.792192
407,22.036747
408,21.93416
409,20.223135
410,18.008429
411,11.343301
412,45.00273
413,40.944195
414,44.363003
415,48.450817
416,47.81394
417,47.60967
418,46.33536
419,31.612753
420,18.672415
421,11.407456
422,45.35776
423,41.40554
424,49.109802
425,49.313927
426,44.11494
427,31.576302
428,27.34054
429,39.854794
430,42.931667
431,48.71854
432,47.652405
433,46.038074
434,34.271416
435,30.875368
436,25.931389
437,24.663658
438,47.126812
439,47.613052
440,48.32685
441,37.400093
442,30.643707
443,29.954687
444,27.665485
445,31.474463
446,29.701675
447,32.156555
448,46.785496
449,44.703083
450,41.590546
451,40.279152
452,40.028645
453,41.720146
454,42.577675
455,40.939613
456,38.84727
457,40.571842
458,47.713886
459,48.433517
460,36.56976
461,28.665098
462,29.732634
463,26.509916
464,31.190527
465,39.040386
466,48.64044
467,48.191475
468,46.519936
469,44.13705
470,18.426
471,21.801882
472,24.338142
473,18.990767
474,13.325438
475,22.210304
476,48.421017
477,44.02113
478,26.638824
479,24.492197
480,22.288157
481,18.905466
482,19.121292
483,47.444405
484,46.880207
485,46.34001
486,28.640753
487,27.021873
488,22.679972
489,11.331679
490,10.554045
491,34.958
492,41.03497
493,48.61008
494,48.835915
495,48.144936
496,22.86416
497,27.832617
498,40.017128
499,48.739674
500,49.207783
501,49.143124
502,48.69606
503,48.296032
504,30.062643
505,29.203127
506,24.938
507,25.344389
508,26.073446
509,41.765156
510,46.371113
511,46.977516
512,44.46005
513,43.793457
514,42.35409
515,40.324356
516,40.232548
517,41.126354
518,47.321766
519,46.67143
520,19.106754
521,24.469103
522,19.364248
523,18.711582
524,13.308341
525,45.756355
526,48.925873
527,49.452763
528,48.111553
529,30.690199
530,16.989395
531,23.292913
532,20.016989
533,17.019636
534,15.161145
535,47.05418
536,29.242073
537,17.415123
538,18.262821
539,19.877346
540,13.316775
541,11.282302
542,44.101402
543,44.80817
544,48.171387
545,45.178654
546,15.369541
547,20.414322
548,20.745377
549,20.828749
550,14.973359
551,39.246307
552,43.34996
553,48.76584
554,48.678276
555,45.69816
556,30.037249
557,18.164919
558,23.709833
559,24.268139
560,19.212275
561,19.34034
562,18.56538
563,17.156696
564,14.087326
565,12.185941
566,44.101925
567,37.828476
568,41.382915
569,48.596542
570,48.117153
571,32.545532
572,43.638695
573,47.88375
574,47.562836
575,47.956474
576,47.03476
577,44.909935
578,42.401672
579,45.112686
580,45.006916
581,39.988518
582,47.744343
583,48.17588
584,15.892775
585,17.733397
586,24.269955
587,23.76215
588,19.67367
589,18.216238
590,18.994776
591,18.170977
592,44.941452
593,48.861877
594,49.299263
595,47.37476
596,45.318653
597,30.103798
598,23.851639
599,17.450727
600,11.384155
601,47.96542
602,48.276054
603,44.3447
604,14.001866
605,19.067741
606,37.39202
607,39.482853
608,48.909275
609,49.68306
610,48.710403
611,48.159855
612,45.044037
613,17.45657
614,23.297783
615,18.508707
616,16.396152
617,17.157696
618,12.06453
619,19.84383
620,40.486053
621,49.440117
622,49.594296
623,48.534645
624,44.88995
625,27.099564
626,19.601301
627,17.741901
628,20.849628
629,12.544495
630,21.638184
631,48.692856
632,48.37205
633,47.08062
634,41.979786
635,25.26805
636,25.737421
637,48.579163
638,48.89686
639,47.64376
640,39.81929
641,41.087013
642,40.194992
643,38.24021
644,33.79122
645,37.82099
646,36.18741
647,47.086864
648,47.53963
649,47.11477
650,44.553127
651,16.302895
652,18.173117
653,11.724509
654,23.243473
655,47.96641
656,48.595215
657,48.044964
658,47.625587
659,46.46639
660,43.4328
661,17.312895
662,23.721922
663,19.646864
664,19.484287
665,20.728912
666,18.75321
667,11.418117
668,45.478703
669,41.642776
670,46.26575
671,46.914097
672,43.765232
673,23.551104
674,18.709682
675,35.465595
676,48.5544
677,48.246216
678,47.105324
679,15.783239
680,25.613256
681,19.883652
682,19.657549
683,17.610949
684,44.408463
685,49.003998
686,48.20888
687,47.42325
688,44.354492
689,28.14984
690,18.208004
691,25.347067
692,17.096218
693,15.681735
694,49.280758
695,48.57729
696,41.64458
697,28.14449
698,25.568817
699,21.402151
700,20.040253
701,20.810326
702,42.61929
703,45.21311
704,47.918865
705,47.75298
706,46.12422
707,45.227352
708,43.109814
709,42.746044
710,41.812103
711,42.268204
712,42.00602
713,40.405212
714,35.755676
715,42.24754
716,34.64865
717,40.980125
718,47.483868
719,28.530973
720,17.424725
721,14.032346
722,11.911926
723,46.130627
724,45.597717
725,47.79763
726,47.430706
727,28.348064
728,19.919176
729,19.547909
730,13.726437
731,45.629715
732,48.146862
733,48.378773
734,45.036884
735,17.08077
736,20.811352
737,19.538242
738,17.480543
739,10.524386
740,38.610542
741,45.94961
742,48.756577
743,49.06591
744,48.71956
745,29.377714
746,17.675621
747,22.504723
748,21.032831
749,18.297306
750,17.703043
751,15.952115
752,42.655216
753,48.84554
754,48.69428
755,47.680206
756,47.173267
757,16.57435
758,17.891842
759,16.531649
760,16.33731
761,9.734415
762,20.182425
763,42.793007
764,34.53399
765,38.79056
766,49.565857
767,48.74934
768,43.538517
769,25.75811
770,24.433718
771,23.021273
772,33.77567
773,47.253315
774,47.44825
775,46.975346
776,46.24409
777,44.637478
778,41.45834
779,37.154495
780,47.765297
781,47.61968
782,47.01836
783,16.340714
784,17.859722
785,17.507362
786,16.226376
787,16.666107
788,11.00902
789,24.991972
790,49.0475
791,49.49023
792,48.47333
793,48.669235
794,20.599163
795,20.999378
796,17.493519
797,13.084768
798,25.57411
799,46.802856
800,29.868973
801,14.586063
802,17.515282
803,16.122936
804,16.055405
805,12.949154
806,39.20217
807,45.715786
808,48.30421
809,48.015553
810,48.05645
811,47.090073
812,30.53128
813,15.739676
814,21.016201
815,21.754242
816,17.991367
817,43.997765
818,37.825806
819,49.139072
820,47.964848
821,33.45477
822,35.879753
823,26.44826
824,25.468739
825,24.73889
826,48.452625
827,47.904118
828,36.587994
829,31.9234
830,33.995697
831,26.062141
832,41.67026
833,35.903587
834,46.43969
835,47.00612
836,44.110382
837,39.65985
838,38.97812
839,37.122837
840,47.539593
841,48.569084
842,47.80608
843,34.429512
844,24.851898
845,20.87733
846,29.855263
847,40.701443
848,47.703053
849,48.51152
850,47.87849
851,17.77759
852,24.214746
853,21.522196
854,19.042034
855,19.535402
856,16.05155
857,43.36994
858,45.867947
859,48.94583
860,48.118042
861,47.480152
862,15.320619
863,23.161358
864,19.07287
865,17.943777
866,24.358448
867,45.866314
868,42.367455
869,48.44575
870,46.88155
871,25.613802
872,21.175392
873,17.17928
874,45.673916
875,43.165142
876,48.011765
877,48.168324
878,47.68437
879,19.527689
880,14.439841
881,12.604552
882,25.052738
883,46.858097
884,39.53206
885,49.10241
886,50.03145
887,48.84886
888,48.053955
889,49.207157
890,43.280293
891,26.980865
892,24.032673
893,22.760052
894,37.48208
895,47.903534
896,44.093533
897,42.079826
898,42.211216
899,40.386925
900,44.53282
901,47.361904
902,46.892593
903,27.396603
904,13.554112
905,16.481844
906,21.67295
907,19.076145
908,17.168196
909,15.57066
910,39.198563
911,45.372437
912,47.77886
913,47.584152
914,46.585594
915,24.95592
916,25.723747
917,16.576496
918,14.478824
919,13.58205
920,47.86155
921,48.539494
922,46.476696
923,13.900064
924,19.669682
925,20.103756
926,16.146421
927,15.965656
928,9.432832
929,8.761087
930,18.624683
931,33.89275
932,43.345596
933,47.534107
934,14.059675
935,15.694016
936,15.432868
937,13.842745
938,10.12578
939,18.507927
940,44.363598
941,48.32501
942,49.83057
943,48.301388
944,47.75843
945,28.953915
946,14.781657
947,22.544455
948,21.882633
949,16.032564
950,38.878014
951,48.85882
952,50.087585
953,46.848064
954,41.873825
955,27.850863
956,26.358538
957,19.272806
958,41.324966
959,32.269234
960,45.389584
961,48.076485
962,47.706066
963,46.331154
964,45.768524
965,44.108967
966,43.57534
967,43.70059
968,42.421455
969,41.433754
970,34.479332
971,30.90256
972,48.582546
973,15.287731
974,17.37393
975,21.504303
976,18.481386
977,16.58274
978,15.938192
979,12.368162
980,11.980062
981,21.439629
982,44.484863
983,48.97985
984,49.56487
985,47.4244
986,21.380968
987,16.750463
988,14.581954
989,10.098918
990,34.8494
991,42.307487
992,48.62328
993,47.230553
994,47.248016
995,46.84076
996,30.594942
997,15.391863
998,16.927347
999,22.048634
1000,16.784058
1001,15.613088
1002,16.758703
1003,9.974034
1004,18.654879
1005,41.786655
1006,48.692184
1007,46.91145
1008,44.69032
1009,30.085384
1010,17.240362
1011,18.17987
1012,11.421943
1013,11.069975
1014,42.22859
1015,48.463398
1016,48.038425
1017,29.070438
1018,16.53534
1019,21.095776
1020,16.379135
1021,17.7458
1022,10.827658
1023,38.221603
1024,42.76358
1025,31.020977
1026,47.952106
1027,27.835749
1028,23.552256
1029,20.738195
1030,22.016737
1031,21.957455
